Jan 05, 2022 10:09:39 PM org.apache.karaf.main.Main launch
INFO: Installing and starting initial bundles
Jan 05, 2022 10:09:40 PM org.apache.karaf.main.Main launch
INFO: All initial bundles installed and set to start
Jan 05, 2022 10:09:40 PM org.apache.karaf.main.lock.SimpleFileLock lock
INFO: Trying to lock /opt/karaf/lock
Jan 05, 2022 10:09:40 PM org.apache.karaf.main.lock.SimpleFileLock lock
INFO: Lock acquired
Jan 05, 2022 10:09:40 PM org.apache.karaf.main.Main$KarafLockCallback lockAcquired
INFO: Lock acquired. Setting startlevel to 100
2022-01-05T22:09:41,676 | INFO  | activator-1-thread-2 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.14 | Adding features: log/[4.2.14,4.2.14],shell/[4.2.14,4.2.14],scr/[4.2.14,4.2.14],service/[4.2.14,4.2.14],system/[4.2.14,4.2.14],package/[4.2.14,4.2.14],diagnostic/[4.2.14,4.2.14],bundle/[4.2.14,4.2.14],webconsole/[4.2.14,4.2.14],feature/[4.2.14,4.2.14],deployer/[4.2.14,4.2.14],framework/[4.2.14,4.2.14],ssh/[4.2.14,4.2.14],config/[4.2.14,4.2.14]
2022-01-05T22:09:43,390 | INFO  | features-3-thread-1 | memoryusage                      | 22 - org.apache.felix.webconsole.plugins.memoryusage - 1.0.10 | Setting Automatic Memory Dump Threshold to 0% for pools [Code Cache, Compressed Class Space, Metaspace, PS Old Gen]
2022-01-05T22:09:43,390 | INFO  | features-3-thread-1 | memoryusage                      | 22 - org.apache.felix.webconsole.plugins.memoryusage - 1.0.10 | Automatic Memory Dump cannot be set for pools [PS Eden Space, PS Survivor Space]
2022-01-05T22:09:43,391 | INFO  | features-3-thread-1 | memoryusage                      | 22 - org.apache.felix.webconsole.plugins.memoryusage - 1.0.10 | Setting Automatic Memory Dump Interval to 21600 seconds
2022-01-05T22:09:43,393 | INFO  | paxweb-config-1-thread-1 | JettyFactoryImpl                 | 90 - org.ops4j.pax.web.pax-web-jetty - 7.2.29 | No ALPN class available
2022-01-05T22:09:43,393 | INFO  | paxweb-config-1-thread-1 | JettyFactoryImpl                 | 90 - org.ops4j.pax.web.pax-web-jetty - 7.2.29 | HTTP/2 not available, creating standard ServerConnector for Http
2022-01-05T22:09:43,397 | INFO  | CM Configuration Updater (ManagedService Update: pid=[org.apache.felix.webconsole.plugins.memoryusage.internal.MemoryUsageConfigurator]) | memoryusage                      | 22 - org.apache.felix.webconsole.plugins.memoryusage - 1.0.10 | Setting Automatic Memory Dump Threshold to 0% for pools [Code Cache, Compressed Class Space, Metaspace, PS Old Gen]
2022-01-05T22:09:43,397 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.14 |   org.apache.karaf.features.command/4.2.14
2022-01-05T22:09:43,398 | INFO  | CM Configuration Updater (ManagedService Update: pid=[org.apache.felix.webconsole.plugins.memoryusage.internal.MemoryUsageConfigurator]) | memoryusage                      | 22 - org.apache.felix.webconsole.plugins.memoryusage - 1.0.10 | Automatic Memory Dump cannot be set for pools [PS Eden Space, PS Survivor Space]
2022-01-05T22:09:43,398 | INFO  | CM Configuration Updater (ManagedService Update: pid=[org.apache.felix.webconsole.plugins.memoryusage.internal.MemoryUsageConfigurator]) | memoryusage                      | 22 - org.apache.felix.webconsole.plugins.memoryusage - 1.0.10 | Setting Automatic Memory Dump Interval to 21600 seconds
2022-01-05T22:09:43,399 | INFO  | CM Configuration Updater (ManagedService Update: pid=[org.apache.felix.webconsole.plugins.memoryusage.internal.MemoryUsageConfigurator]) | memoryusage                      | 22 - org.apache.felix.webconsole.plugins.memoryusage - 1.0.10 | Storing Memory Dumps in /opt/karaf/data/cache/bundle22/data/dumps
2022-01-05T22:09:43,418 | INFO  | features-3-thread-1 | CommandExtension                 | 39 - org.apache.karaf.shell.core - 4.2.14 | Registering commands for bundle org.apache.karaf.features.command/4.2.14
2022-01-05T22:09:43,419 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.14 |   org.apache.karaf.shell.commands/4.2.14
2022-01-05T22:09:43,427 | INFO  | paxweb-config-1-thread-1 | JettyServerImpl                  | 90 - org.ops4j.pax.web.pax-web-jetty - 7.2.29 | Pax Web available at [0.0.0.0]:[8181]
2022-01-05T22:09:43,434 | INFO  | features-3-thread-1 | CommandExtension                 | 39 - org.apache.karaf.shell.core - 4.2.14 | Registering commands for bundle org.apache.karaf.shell.commands/4.2.14
2022-01-05T22:09:43,435 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.14 |   org.apache.karaf.log.core/4.2.14
2022-01-05T22:09:43,438 | INFO  | paxweb-config-1-thread-1 | HttpServiceFactoryImpl           | 91 - org.ops4j.pax.web.pax-web-runtime - 7.2.29 | Binding bundle: [org.apache.karaf.webconsole.console [42]] to http service
2022-01-05T22:09:43,448 | INFO  | features-3-thread-1 | CommandExtension                 | 39 - org.apache.karaf.shell.core - 4.2.14 | Registering commands for bundle org.apache.karaf.log.core/4.2.14
2022-01-05T22:09:43,450 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.14 |   org.apache.karaf.scr.state/4.2.14
2022-01-05T22:09:43,459 | INFO  | features-3-thread-1 | CommandExtension                 | 39 - org.apache.karaf.shell.core - 4.2.14 | Registering commands for bundle org.apache.karaf.scr.state/4.2.14
2022-01-05T22:09:43,459 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.14 |   org.apache.karaf.webconsole.gogo/4.2.14
2022-01-05T22:09:43,465 | INFO  | activator-1-thread-1 | CommandExtension                 | 39 - org.apache.karaf.shell.core - 4.2.14 | Registering commands for bundle org.apache.karaf.shell.ssh/4.2.14
2022-01-05T22:09:43,467 | INFO  | features-3-thread-1 | GogoPlugin                       | 44 - org.apache.karaf.webconsole.gogo - 4.2.14 | Gogo plugin activated
2022-01-05T22:09:43,468 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.14 |   org.apache.karaf.service.core/4.2.14
2022-01-05T22:09:43,477 | INFO  | activator-1-thread-1 | DefaultIoServiceFactoryFactory   | 48 - org.apache.sshd.osgi - 2.5.1 | No detected/configured IoServiceFactoryFactory using Nio2ServiceFactoryFactory
2022-01-05T22:09:43,479 | INFO  | features-3-thread-1 | CommandExtension                 | 39 - org.apache.karaf.shell.core - 4.2.14 | Registering commands for bundle org.apache.karaf.service.core/4.2.14
2022-01-05T22:09:43,480 | INFO  | paxweb-config-1-thread-1 | ServletContainerInitializerScanner | 89 - org.ops4j.pax.web.pax-web-api - 7.2.29 | will add org.eclipse.jetty.websocket.jsr356.server.deploy.WebSocketServerContainerInitializer to ServletContainerInitializers
2022-01-05T22:09:43,480 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.14 |   org.apache.karaf.config.core/4.2.14
2022-01-05T22:09:43,503 | INFO  | features-3-thread-1 | CommandExtension                 | 39 - org.apache.karaf.shell.core - 4.2.14 | Registering commands for bundle org.apache.karaf.config.core/4.2.14
2022-01-05T22:09:43,540 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.14 |   org.objectweb.asm/9.1.0
2022-01-05T22:09:43,541 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.14 |   org.objectweb.asm.tree/9.1.0
2022-01-05T22:09:43,542 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.14 |   org.objectweb.asm.tree.analysis/9.1.0
2022-01-05T22:09:43,542 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.14 |   org.objectweb.asm.util/9.1.0
2022-01-05T22:09:43,543 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.14 |   org.objectweb.asm.commons/9.1.0
2022-01-05T22:09:43,544 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.14 |   org.apache.xbean.bundleutils/4.20.0
2022-01-05T22:09:43,545 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.14 |   org.apache.xbean.finder/4.20.0
2022-01-05T22:09:43,547 | INFO  | features-3-thread-1 | Activator                        | 27 - org.apache.karaf.deployer.features - 4.2.14 | Deployment finished. Registering FeatureDeploymentListener
2022-01-05T22:09:43,584 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.14 | Done.
2022-01-05T22:09:43,783 | INFO  | paxweb-config-1-thread-1 | ServletContainerInitializerScanner | 89 - org.ops4j.pax.web.pax-web-api - 7.2.29 | added ServletContainerInitializer: org.eclipse.jetty.websocket.jsr356.server.deploy.WebSocketServerContainerInitializer
2022-01-05T22:09:43,783 | INFO  | paxweb-config-1-thread-1 | ServletContainerInitializerScanner | 89 - org.ops4j.pax.web.pax-web-api - 7.2.29 | will add org.eclipse.jetty.websocket.server.NativeWebSocketServletContainerInitializer to ServletContainerInitializers
2022-01-05T22:09:43,785 | INFO  | paxweb-config-1-thread-1 | ServletContainerInitializerScanner | 89 - org.ops4j.pax.web.pax-web-api - 7.2.29 | added ServletContainerInitializer: org.eclipse.jetty.websocket.server.NativeWebSocketServletContainerInitializer
2022-01-05T22:09:43,849 | INFO  | paxweb-config-1-thread-1 | HttpServiceContext               | 90 - org.ops4j.pax.web.pax-web-jetty - 7.2.29 | registering context DefaultHttpContext [bundle=org.apache.karaf.webconsole.console [42], contextID=custom], with context-name: 
2022-01-05T22:09:43,899 | INFO  | paxweb-config-1-thread-1 | WebSocketServerFactory           | 69 - org.eclipse.jetty.util - 9.4.43.v20210629 | No DecoratedObjectFactory provided, using new org.eclipse.jetty.util.DecoratedObjectFactory[decorators=1]
2022-01-05T22:09:43,977 | INFO  | paxweb-config-1-thread-1 | session                          | 69 - org.eclipse.jetty.util - 9.4.43.v20210629 | DefaultSessionIdManager workerName=node0
2022-01-05T22:09:43,978 | INFO  | paxweb-config-1-thread-1 | session                          | 69 - org.eclipse.jetty.util - 9.4.43.v20210629 | No SessionScavenger set, using defaults
2022-01-05T22:09:43,979 | INFO  | paxweb-config-1-thread-1 | session                          | 69 - org.eclipse.jetty.util - 9.4.43.v20210629 | node0 Scavenging every 600000ms
2022-01-05T22:09:44,003 | INFO  | paxweb-config-1-thread-1 | ContextHandler                   | 69 - org.eclipse.jetty.util - 9.4.43.v20210629 | Started HttpServiceContext{httpContext=DefaultHttpContext [bundle=org.apache.karaf.webconsole.console [42], contextID=custom]}
2022-01-05T22:09:44,010 | INFO  | paxweb-config-1-thread-1 | Server                           | 69 - org.eclipse.jetty.util - 9.4.43.v20210629 | jetty-9.4.43.v20210629; built: 2021-06-30T11:07:22.254Z; git: 526006ecfa3af7f1a27ef3a288e2bef7ea9dd7e8; jvm 1.8.0_312-b07
2022-01-05T22:09:44,057 | INFO  | paxweb-config-1-thread-1 | AbstractConnector                | 69 - org.eclipse.jetty.util - 9.4.43.v20210629 | Started default@2893b0f3{HTTP/1.1, (http/1.1)}{0.0.0.0:8181}
2022-01-05T22:09:44,058 | INFO  | paxweb-config-1-thread-1 | Server                           | 69 - org.eclipse.jetty.util - 9.4.43.v20210629 | Started @4583ms
2022-01-05T22:09:44,061 | INFO  | paxweb-config-1-thread-1 | HttpServiceFactoryImpl           | 91 - org.ops4j.pax.web.pax-web-runtime - 7.2.29 | Binding bundle: [org.apache.karaf.http.core [30]] to http service
2022-01-05T22:09:44,070 | INFO  | activator-1-thread-2 | CommandExtension                 | 39 - org.apache.karaf.shell.core - 4.2.14 | Registering commands for bundle org.apache.karaf.http.core/4.2.14
2022-01-05T22:09:44,075 | INFO  | activator-1-thread-2 | HttpPlugin                       | 45 - org.apache.karaf.webconsole.http - 4.2.14 | Http plugin activated
2022-01-05T22:09:45,430 | INFO  | sshd-SshServer[32bbabc9](port=8101)-nio2-thread-2 | OpenSSHKeyPairProvider           | 40 - org.apache.karaf.shell.ssh - 4.2.14 | Creating ssh server private key at /opt/karaf/etc/host.key
2022-01-05T22:09:45,432 | INFO  | sshd-SshServer[32bbabc9](port=8101)-nio2-thread-2 | OpenSSHKeyPairGenerator          | 40 - org.apache.karaf.shell.ssh - 4.2.14 | generateKeyPair(RSA) generating host key - size=2048
2022-01-05T22:09:45,981 | WARN  | sshd-SshServer[32bbabc9](port=8101)-nio2-thread-2 | EventAdminAuditLoginModule       | 33 - org.apache.karaf.jaas.modules - 4.2.14 | Unable to send security auditing EventAdmin events: java.lang.NoClassDefFoundError: org/osgi/service/event/EventAdmin
2022-01-05T22:09:46,005 | INFO  | sshd-SshServer[32bbabc9](port=8101)-nio2-thread-2 | ServerSessionImpl                | 48 - org.apache.sshd.osgi - 2.5.1 | Session karaf@/127.0.0.1:58436 authenticated
